Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
77098,2,,,12,,1,5,,,3,3,,5,5,3,1,4,,,1,6,,9,2,,,,3,,1,,,4,3,,,,,,,,,,,,2,3,,2,,,,,,,,,,,,,,,,,,1,1,1,,,8,1,,2,1,8,,1,,,55,38,10,22,,1,1,,,,1,1,,,,3,1,,,237
77099,,,,,1,,,,,1,,,,,,,1,,,,2,,2,2,,,,1,,2,1,,2,1,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,12,2,,5,,1,,,,,1,,,,,,,,,47
77204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,2
77230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77251,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,2
77265,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77277,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77301,,,,,,,,,,,,,,,,,1,,,,,,3,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,8,2,,4,,,3,,,,,,,,,,,,,27
77302,,,,1,,,,,,,1,,1,,,,,,,1,,,4,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,11,2,1,,,,1,,,,,,,,,,,,,30
77303,,,,,,,,,,1,,,,,,1,,,,,2,,6,,,,,,,1,,,1,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,2,2,2,,1,,,,,,,,,,,,,,33
77304,,,,,,1,,,,,1,,1,,,1,1,,,1,1,,7,2,,,,,,1,,1,3,,,,1,,,,,1,,,,1,4,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,31,11,5,10,,,1,,,,1,,1,,1,,,,,94
77306,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,7
77316,1,,,3,,1,,,,2,1,,,2,1,,3,,,,2,,5,4,,,,1,,1,,,3,1,,,1,,,,1,,,,,1,5,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,1,,2,,,,,32,14,4,18,,1,3,,,1,1,,,,2,2,3,,,126
77318,,,,,,,,,,,,,,,1,,,,,,2,,2,2,,,,,,1,,,,1,,,,,2,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,12,11,3,8,,1,,,,,,,,,,1,1,,,55
77320,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,,,,,,,1,,,,9
77327,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,1,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,1,,1,,1,1,,,1,,,,,,,,,,17
77328,,,,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,,1,,3,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,16
77331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,1,,,,,,,,,,,10
77334,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77336,,,,,,,,,,,,,,,,,1,,,,,,2,2,,,,,,,,,3,1,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,,,,,,,,,,,,1,,,,22
77337,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77338,,,,,,,,,,,,,,3,1,,,,,,3,,6,1,,,,,1,2,,,2,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,14,6,,4,,,,,,,,,,,,,,,,51
77339,,,,1,,,,,,,2,,1,4,,,4,,,,2,,8,4,,,,,,2,,,3,1,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,6,,,2,1,,,,,,40,10,7,11,,1,3,,1,,1,,,,,,1,,,120
77340,1,,,,,,,,,1,,,,1,,,1,,,,1,,3,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,7,1,2,3,,,1,,,,3,,,,,,,,,33
77345,,1,,2,1,,,,,1,1,,,1,,,2,,1,,4,1,2,6,,,,,,1,,,2,2,,,,,1,,,,,,,2,4,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,31,19,5,16,,4,,,2,,3,,1,,1,,2,,,122
77346,2,,,1,2,1,2,,,,1,,2,5,3,1,4,,2,,2,1,6,5,,,,,1,1,1,,2,5,,,,,1,,,,,,,1,3,1,,1,,,,1,2,,,,1,,,,,,,,,,,,,5,,,3,,1,,,,,72,23,13,29,,1,2,,1,,1,,,,,,1,,,213
77351,,,,,,,,,,,,,,,1,,,,,,2,,1,1,,,,,,,,,4,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,1,,,,,1,,,,,,,,26
77354,,,,1,,1,1,,,,3,1,2,5,,,1,,,,6,1,5,5,,,,,,3,,,6,3,,,1,,,,,,,,,1,2,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,2,1,1,,,,,45,19,11,20,,,2,,,,5,,,,,,,,,157
77355,,,,1,,,,,,,1,,,,,,1,,,,6,,7,2,,,,,,,,,6,1,,,1,,,,,,,,,1,3,,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,1,1,,,,,19,9,4,7,,,3,,,,,,1,,,,1,,,83
77356,,,,3,,,1,,,,4,,1,3,1,,2,,,,2,,2,1,,,,2,,1,,,6,3,,,1,,,,,,,,,,5,,,1,1,,,,1,,,,,,1,1,,,,,1,,,,,2,,,,,4,,1,,,40,21,17,18,,1,2,,1,,,1,,,,1,1,,,154
77357,,,,,,,,,,1,,,,1,,,,,1,,,,6,,,,,,,,,,3,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,10,3,1,4,1,,2,,,,,,,,1,,,,,39
77358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,,,,1,,,,6
77360,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,5
77362,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,4,4,3,3,,,,,,,,,,,,,,,,22
77363,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
77364,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
77365,,,,,,,1,,,,2,,,1,,1,,,,,2,1,4,1,,,,,,2,,,2,1,,,,,,,1,1,,1,,1,5,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,27,9,6,11,,,1,,2,,,,,,,,1,,,89
77371,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
77372,,,,,,,,,,,,,,,1,,,,,,3,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,1,1,,,,,,,,,,,,,15
77373,1,,,,,,,,,,1,,2,1,,1,2,,1,,3,,8,2,,,,4,,2,,,5,1,,,1,,,,,,,,,,3,,,1,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,,,25,10,6,11,,1,7,,,1,2,,,,,,1,,,110
77375,,,,3,,,1,,,,5,,2,3,1,2,3,,,,7,,8,2,,,,1,,1,,,3,,,,,,2,,,,,,,,9,,1,1,1,,,,1,,,,,,,1,,,,,1,1,,,,12,,,1,,2,,,,,72,20,22,48,,1,1,,,,3,,,,1,1,3,,,247
77377,,,,1,,,,,,1,3,,1,3,,,,,2,,,,14,2,,,,,,,,,4,1,,,,1,2,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,6,,,,1,,,,,,55,16,9,28,,,5,,2,,,,,,,,3,,,164
77378,,,,,,,,,,,,,,1,,1,2,,,,1,,1,,,,,,,1,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,11,2,1,1,,,1,,,,,,,,,,,,,28
77379,1,,,4,,1,1,,,5,4,2,2,7,4,1,3,,2,,6,1,19,14,,,,,,,,,8,7,,,,,3,,1,,,,,3,10,,1,1,,1,,,1,,,,,,2,,,1,,,1,,,,,10,,,3,5,2,,1,,,132,56,23,54,,,10,,3,1,3,,,,,1,2,,,423
77380,1,,,,,,,,,2,2,,3,5,2,,2,,,,2,,10,5,,,,1,,,,,3,3,,,1,,,,,,,,,1,2,,,,,1,,,2,,,,,,1,1,,,,,,,,,,4,,,7,,5,,,,,65,42,16,33,,,6,,2,,2,,,,,1,3,,,236
77381,1,,,2,2,,,,,1,1,,5,,2,3,5,,,,1,1,16,6,,,,2,,,,,5,2,,,2,,5,,,,,,,2,4,,,1,,,,3,,,,,,,1,1,,1,,,2,,,1,,11,,,4,,4,,3,,,93,44,24,55,,1,5,1,2,,2,,,,1,2,5,,,335
77382,,,,4,,1,,,,2,9,,2,5,4,3,4,,,,6,1,5,9,,,,,,3,,,3,4,,,2,,1,,1,,,2,,,5,,,2,,,,2,,,1,,,,,,,,,,1,,,,,13,,,3,1,7,,,,,137,46,26,67,,2,9,,1,,5,,,,,3,1,,,403
77384,,,,1,,,1,,,,,,,1,1,,1,,,1,1,,2,4,,,,,1,1,,,2,3,,,,,3,,,,,1,,,2,,1,,1,,,,1,,,,,,,,,,,,1,,,,,5,,,2,,,,,,,57,15,6,21,1,1,2,,1,,1,,,,,,,,,142
77385,,,,,,,,,,,,,,3,,2,1,,,,1,1,4,5,,,,,,,,1,5,4,,,,,1,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,1,,,,6,1,,,,,,,,,41,9,3,15,,,1,,2,1,,,,,,,,,,112
77386,,,,1,,2,1,,,6,5,,1,3,1,3,2,,2,,6,1,22,99,,,,,1,3,1,,6,12,,,,,4,,,,,2,,,10,,8,,1,,1,,2,,,,,,,1,,,,,,,,,,18,,1,3,,4,,1,,,109,54,19,47,,,6,,2,,1,1,1,,,1,3,,,478
77387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77388,,,,3,,,,,,5,1,,1,3,2,,3,,1,,4,1,8,3,1,,,1,,2,,1,3,2,,,,,1,,,,,,,,1,,,,,,1,,1,,,,,1,,,,,,,,,,3,,4,,,,1,,,,,,48,14,10,24,,1,3,,,,1,,,,1,2,,,,162
77389,,,,4,,2,,,,2,3,1,1,1,2,1,3,,1,,5,,6,10,,,,2,,,,,4,4,,,,,2,,1,,,,,,4,,,,,,,,1,,,,,,,1,,1,,,1,,,1,,6,,,9,3,9,,,,,106,30,21,43,,,5,,1,,3,,1,,1,3,2,,,307
77396,1,,,1,,,,,,,3,,,4,1,,2,,1,,6,,5,2,,,,,,,,,8,1,,,,,,,,,,,,,3,,,,,1,,,3,,,,,1,,,,,,,,,,,,4,,,1,1,,,,,,43,6,5,12,,,1,,,1,2,,,,1,,,,,120
77398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2
77399,,,,,,,,,,,,,1,,,,1,,1,,3,,3,,,,,,,3,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,4,1,,2,,,4,,2,,,,,,,,,,,32
77401,,,,8,1,1,1,,,1,6,,2,4,1,2,8,,,,6,,11,7,,,,1,,,,,2,1,,,,,2,,,,,,,1,3,,,,,,,,,,,,,,1,,1,,,,,,1,,,7,,,7,,13,,,,1,107,113,41,45,,,4,,1,,,1,,,2,,9,,,423
77402,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77406,2,,,4,,,2,,,2,1,1,1,3,1,1,4,,1,,4,,15,8,,,,2,,3,,1,6,7,,,,1,2,,,,,,,,,,1,,,1,1,,3,,,,1,,,,,,,,,,,1,,10,2,,3,,5,,,,,107,31,30,57,,2,1,,5,,2,,1,,,1,1,,,338
77407,,,,4,1,2,2,,,3,1,,4,4,4,2,3,,,,5,,15,8,,,,,,1,,,4,3,,,,,4,1,,,,,,,5,,3,,,1,,,4,,,,1,,,,,1,,,,,,,,19,,,1,1,2,,2,,,177,56,29,108,,1,3,,2,1,6,,,,2,1,3,,,500
77414,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,1,,,,,,,,,,,,,,,,,,12
77417,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2
77418,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,6,2,,3,,,2,,1,,,,,,,,,,,17
77420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3
77422,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,11
77423,,,,,,,,,,,2,,,,,,,,,,1,,2,3,,,,,,,,,2,,,,,,1,,,,,,,,2,,1,1,,2,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,12,2,1,5,,,,,,,1,,,,,,,,,42
77426,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,1,,,,,,,,,,,6
77429,,1,,4,,1,,,,1,5,,2,3,2,,3,1,1,,5,,6,3,,,,,1,5,,,17,6,,,,,3,,,,,2,,2,11,1,,,,1,,,1,,,,,,,1,,,,,,,,,,12,1,,1,5,7,,,,,134,51,15,57,,,3,,2,1,3,1,,,1,,3,,,386
77430,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3
77432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77433,,,,6,,2,,,,4,8,2,7,4,5,3,8,,,1,9,,18,11,,,1,,1,,,,7,13,,1,,,6,,,,,,,,10,,1,,,,,,3,,,,,3,,,,1,,,,1,,2,,16,,,,5,5,,,,,190,65,48,101,,3,2,,4,,8,,,,2,1,7,,,595
77434,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77435,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,5
77436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77437,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,1,,,,,,,,,,,,,8
77441,,,,1,,1,1,,,2,,,,5,1,,2,1,,,2,,5,5,,,,,,,,,3,7,,,,,3,,1,,,,,,3,,,,,,,,2,,1,,,1,,,,,,,,,,,,4,,,,2,2,,1,,,65,17,10,37,,1,1,,,,2,1,,,,2,3,,,195
77443,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77445,,,,,,,,,,,1,1,,,,,1,,,,,,2,,,,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,1,,,,,,,,,,,,,,,,16
77447,,,,1,,,,,,,,,,2,,,,,,,1,,2,3,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,16,2,2,9,,,1,,,,,,,,,,,,,44
77449,,1,,1,,,,,,3,3,1,3,,1,2,1,,,,9,,14,1,,,,1,1,3,1,2,9,3,,,,,3,1,,2,,,,,7,,1,2,,,,,,,,,,,,,,1,,,,,,3,,7,,,,,,,2,,,68,13,4,17,,2,4,,,,4,,,,,1,,,,202
77450,,,,2,,,4,,1,1,2,1,4,3,3,,4,,,,9,1,20,8,,,,,,3,,,6,,,,,,6,1,,,,,,1,3,,5,,,,,,1,,,,,1,1,,,,,,1,,,,,11,,,3,3,1,,,,,112,43,16,45,,1,3,,2,,4,,,,1,2,,,,339
77452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77456,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77459,2,,,8,1,,1,,,6,8,2,4,5,6,,8,,1,,8,,18,12,,,,,2,4,,,8,12,,,1,,7,,,2,,,,,10,1,3,,,,1,,1,,,,3,1,1,2,,,,,1,,,1,,23,,,3,1,13,,,,,198,72,38,88,,2,7,,3,,4,,1,,1,2,4,,,611
77461,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,1,,,,,,,,,,,,,10
77465,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
77469,,,,4,,,1,,,,2,2,,1,2,1,4,,1,1,5,,4,7,,,,1,,4,,,3,2,,,,1,2,,,,,1,,,1,,,,,1,,,,,,,1,1,,,,1,,,,,,2,,14,,,2,1,4,,1,,,96,32,16,41,,4,1,,1,1,1,,,,,,8,,,279
77471,,,,,,,,,,,2,,,,,,,,,,1,,4,,,,,,,1,,,,1,,,,,1,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,14,6,1,7,,,,,,,,1,,,,,,,,46
77474,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,,,,,,,,,,,,,1,,,12
77475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77476,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3
77477,1,,,,,,1,,,2,1,1,,2,,,,1,,,2,1,6,1,,,,1,,,,,1,1,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,9,,,,,1,,2,,,38,15,5,21,,,3,,,,1,,,,,1,,,,125
77478,,,,3,1,,,,,,1,,3,1,3,,3,,1,,3,1,8,5,,2,,,1,1,,,2,2,,,1,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,,,4,1,2,,,,,69,34,22,36,,,8,,,,,,,,,,,,,229
77479,1,1,,16,1,3,2,,,4,4,1,3,11,11,3,9,,,,8,2,24,22,,,,,,5,,1,8,10,,,,,14,,,,,,,1,12,,1,,,1,,1,3,,,,2,1,1,2,,1,,,1,2,,2,,29,2,,9,5,22,,,,,465,192,122,221,,3,9,,5,1,11,1,,,3,1,8,,,1304
77480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,7
77481,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
77482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77484,,,,,,,,,,,,,1,,,,1,,,,1,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,3,,,,,,,,,,,,,14
77486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,,,,,,,,,,,,,,,,7
