Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
77083,1,,,,,,,,,,,,1,3,2,,,,3,,,1,4,2,,,,,,3,,,1,3,,,,,,4,,1,1,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,9,,,2,,,,,,,56,3,5,22,,,2,,1,,1,,,,,,,1,,135
77084,,,,4,,,,,,3,3,,4,5,2,,,,1,,10,1,10,1,,,,2,,4,,,,6,4,,,,,3,,,,,,,1,,1,6,,,4,1,,1,,,,,,,,,,,,1,,,,,,,,17,,,1,,2,,1,,,55,12,7,30,,1,2,,3,1,2,,,,,,1,,,213
77085,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,6,1,,,,1,,,,,1,,,,,,,,,17
77086,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,,,1,,16
77087,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,5,,,5,,,,,,,1,,,,,,,,,20
77088,,,,,,,,,,,,,1,1,1,,,1,,,,1,9,,,,,,,1,,,,,,,,,1,,,,,,,,,,,5,,,1,1,,,,,,,,,,,,,,,,,1,,,,,4,1,,,,,,,,,8,4,,5,,1,2,,,,,,,,,,,1,,50
77089,,,,1,,,,,,1,,,3,2,1,,3,,,,1,,7,1,,,,,,,,,,5,3,,,,,4,,,,,,,,,,2,1,1,1,,,,,,2,,,,,,,,,,,,,,,,,5,,,1,,,,,,,43,7,4,29,,1,2,,,1,,1,,,,,,,,133
77090,,,,1,,,,,,1,3,,,1,,,,,,,,,7,1,,,,,,1,,,1,6,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,,,,5,,,,,12,32,12,2,,2,2,,,,,,,,,,,1,,96
77091,,,,,,,,,,,1,,2,1,1,,1,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,15,6,1,6,,,2,,,,,,,,,,,,,44
77092,,,,1,,,,,,,,1,,,,,1,,,,4,,3,,,,,1,,1,,,1,1,1,,,,,2,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,,,,,,19,9,2,6,,,1,,2,,2,,,,,,1,,,65
77093,,,,,,1,,,,1,,,,1,,,,,,,,,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,7,2,1,1,,,,,,,,,,,,,,,,19
77094,,1,,,,,1,,,,2,,,1,,,,,,,1,,4,,,,,,,,,,,1,,,,,,1,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,3,2,,,,,32,21,6,17,,,5,,1,,2,,,,,,2,1,,109
77095,,,,2,,,,,,3,7,,,4,1,1,2,,1,,4,,14,8,,,,1,2,1,,,1,11,3,,,,,2,,,,,,,,,,2,,,1,1,,,,,2,,,,,,,,,,,,,,1,1,,10,,,1,2,3,,1,,,63,20,8,30,,,2,,2,,2,,,,,,1,,,221
77096,2,,,5,,4,1,,,,2,,1,2,,,2,,,,6,,12,8,,,,1,,3,,,,7,2,,,,,1,,,,,,,,,1,2,,,1,2,,,,,2,2,,,,,,,,,,,,,1,,,10,,,1,1,4,,,,,63,22,12,28,,1,4,,3,,2,,1,,,2,,5,,229
77098,2,,,14,2,1,5,,,4,3,,5,5,3,1,3,,,1,6,,9,2,,,,3,,1,,,,4,3,,,,,,,,,,,,,,2,5,,,2,,,,,,,,,,,,,,,,,,1,1,1,,,8,1,,2,1,8,,1,,,59,38,10,24,,1,1,,1,,2,,1,,,,4,2,,253
77099,,,,,1,,,,,1,,,,,,,1,,,,2,,2,2,,,,1,,1,1,,,2,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,12,2,,5,,1,,,,,1,,,,,,,,,45
77204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,2
77206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77251,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,2
77265,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77277,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77301,,,,,,,,,,,,,,,,,1,,,,1,,3,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,8,3,,6,,,3,,,,,,,,,,,,,33
77302,,,,1,,,,,,,1,,,,,,,,,1,,,4,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,15,3,1,1,,,1,,,,,,,,,,,,,35
77303,,,,,,,,,,1,,,,,,1,,,,,2,,6,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,10,2,2,2,,1,,,,,,,,,,,,,,34
77304,,,,,,1,,,,,1,,1,,,1,1,,,1,2,,7,2,,,,,,1,,,1,3,,,,1,,,,,,,1,,1,,1,5,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,35,11,5,15,,,1,,,,1,,,1,,1,,,,106
77306,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,8
77316,1,,,3,,2,,,,2,1,,,2,1,,5,,,,2,,6,4,,,,1,,1,,,,3,1,,,1,,,,,,1,,,,,1,6,,2,1,,,,,,1,,,,,,1,,,,,,,,,,,2,,,1,,2,,,,,35,13,4,22,,1,3,,,1,1,,,,,2,2,3,,141
77318,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,,,,1,,,,,1,,,,,2,,,,,,,,,,1,,,,,,1,,,1,1,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,12,11,3,8,,1,,,,,1,,,,,,1,1,,56
77320,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,,,,,,,,1,,,9
77327,,,,,,,,,,1,,,,,,,,,,1,,,1,1,,,,1,,,,,,2,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,4,1,,1,,1,1,,,1,,,,,,,,,,20
77328,,,,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,,1,,,3,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,17
77331,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,1,,,,,,,,,,,12
77334,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77336,,,,,,,,,,,,,,,,,1,,,,,,1,3,,,,,,,,,,3,1,,1,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,1,,,,,,,,,,,,,1,,,24
77337,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77338,,,,,,,,,,,,,,5,1,,,,,,3,,6,1,,,,,1,2,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,16,6,,5,,,,,,,,,,,,,,,,55
77339,,,,1,,,,,,,3,,1,5,,,4,,,,2,,8,2,,,,,,2,,,,4,1,,,,,,,,,1,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,2,1,,,,,,42,12,7,12,,1,3,,2,,1,,,,,,,1,,130
77340,1,,,,,,,,,1,,,,1,,,1,,,,1,,3,1,,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,7,1,2,3,,,1,,,,3,,,,,,,,,33
77345,,1,,2,1,,,,,1,1,,,1,,,2,,1,,3,1,2,5,,,,,,1,,,,2,3,,,,,1,,,,,,,,,3,4,,,1,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,34,20,5,18,,4,,,2,,3,,,1,,1,,2,,129
77346,2,,,2,2,1,2,,,,1,,2,5,3,,4,,2,,2,1,6,5,,,,,1,1,1,,,2,7,,,,,1,,1,,1,1,,,,1,6,1,,,1,,,,1,2,,,,1,,,1,,,,,,,,,,4,,,3,,1,,,,,79,24,12,32,,1,2,,1,,1,,,,,,,1,,231
77351,,,,,,,,,,,,,,,1,,,,,,2,,1,1,,,,,,,,,,4,2,,,,,1,,1,,,,,,,1,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,1,,,,,,1,,,,,,,31
77354,,,,2,,1,1,,,,3,1,2,5,,,,,,,6,1,5,5,,,,,,4,,,,5,3,,,1,,,,,,,,,,,1,2,,2,,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,2,1,,,,,,48,19,13,22,,,2,,1,,5,,1,,,,,,,168
77355,,,,3,,,,,,,1,,,,,,1,,,,8,,6,2,,,,,,,,,,6,1,,,1,,,,,,,,,,,1,3,,,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,1,1,,,,,19,9,3,9,,,3,,1,,,,,,,,,1,,87
77356,,,,3,,,1,,,,4,,,3,1,,2,,,,3,,3,1,,,,2,1,1,,,,6,3,,,1,,,,,,,,,,,,5,,,,1,1,,,,1,1,,,,1,1,1,,,,,1,,,,,2,,,1,,2,,1,,,41,22,18,21,,1,2,,3,,,,1,,,,1,1,,165
77357,,,,,,,,,,1,,,,1,,,,,1,,,,6,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,13,3,1,4,1,,2,,1,,,1,,,,1,,,,45
77358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,1,,,6
77360,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,6
77362,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,5,4,3,3,,,,,,,,,,,,,,,,24
77363,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
77364,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77365,,,,,1,,1,,,,2,,,1,,1,,,,,2,1,5,1,,,,,,1,,,,3,1,,,,,,,,,,1,,1,,1,6,,,1,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,29,8,5,13,,,1,,2,,,,,,,,,2,,96
77371,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,4
77372,,,,,,,,,,,,,,,1,,,,,,3,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,1,1,,,,,,,,,,,,,15
77373,1,,,,,1,,,,,1,,2,1,2,1,2,,1,,3,,7,2,,,,3,,2,,,,4,2,,,,,,,1,,,,,,,,3,,,,1,,,,,,,,,,,,,1,1,,,,,,,,6,,,,,,,,,,26,11,6,13,,1,6,,,1,2,,,,,,1,1,,116
77375,,,,4,,,1,,,,5,,2,3,1,2,4,,,,8,,8,4,,,,1,,1,2,,,3,,,,,,1,,,,,,,,,,11,,1,1,1,1,,,,1,,,,,,,1,,,,,1,1,,1,,13,,,1,,3,,,,,77,21,23,55,,1,1,,1,,3,,,,,1,1,3,,274
77377,,,,3,,,,,,1,3,,1,3,,1,,,2,,,,14,2,,,,,,,,,,4,1,,,,1,2,,,,,,,,,,2,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,7,,,,1,1,,,,,55,17,10,33,,,5,,2,,,,,,,1,,3,,179
77378,,,,,,,,,,,,,,1,,1,2,,,,1,,1,,,,,,,1,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,11,2,1,1,,,1,,,,,,,,,,,,,28
77379,1,,,3,,1,1,,,4,4,2,2,7,4,1,4,,2,,6,1,19,14,,,,,,,,,,8,7,,,,,3,,,,1,,,,,3,11,,1,3,2,,1,,,2,,,,,,2,,,2,,,1,,,,,10,,,3,5,2,,1,,,138,63,24,64,,,11,,4,1,3,,,,,,1,4,,457
77380,1,,,1,,,,,,2,2,,1,5,2,,2,,,,3,,9,5,,,,1,,,,,,3,2,,,1,,,,,,,,,,,1,3,,,,,,1,,,1,,,,,,2,1,,,,,,,,1,,3,,,7,,4,,,,,69,41,16,36,,,8,,2,,1,,,,,,1,4,,242
77381,1,,,1,2,,,,,1,2,,6,,2,2,4,,,,1,1,16,7,,,,2,,1,,,,5,2,,,1,,6,,1,,,,,,,3,5,,,,2,,,,2,,,,,,,1,1,,1,,,3,,,2,,11,,,4,2,3,,3,,,95,48,23,62,,1,4,1,2,,2,,,,,1,2,5,,353
77382,,,,3,,1,,,,3,6,,2,5,4,3,2,,,,6,,4,9,,,,,,3,,,,3,5,,,2,,1,,,,1,,,2,,,5,,1,,2,,,,2,,,1,,,,,,,,,,,,,,,13,1,,5,1,8,,,,,147,48,24,74,,2,11,,1,,5,,,,,,3,2,,421
77383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77384,,,,2,,,1,,,,1,,,1,,,1,,,1,1,,2,4,,,,,1,1,,,,2,3,,,,,3,,,,,,,1,,,2,,,1,,1,,,,1,,,,,,,,,,,,1,,,,,5,,,3,,,,,,,56,16,6,24,1,2,2,,1,,1,,,,,,,,,148
77385,,,,,,,,,,,1,,,3,,3,1,,,,1,1,4,5,,,,,,,,,1,5,3,,,,,1,,,,,1,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,2,,,,8,1,,,,,,,,,47,11,4,17,,,1,,2,1,,,,,,,,,,128
77386,,,,2,,2,1,,,7,5,1,1,2,1,1,3,,2,,6,1,22,114,,,,2,1,3,1,,,7,12,,,,,4,,1,,,,,2,,,11,,,8,1,1,,1,,2,,,,,,,1,,,,,,1,,14,,18,2,1,3,1,4,,1,,,117,58,18,56,,,6,,5,,1,1,1,1,,,1,2,,541
77387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77388,,,,3,,,,,,5,,,1,3,2,,3,,1,,4,1,8,3,1,,,,,3,,,1,4,2,,,,,1,,,,,,,,,,3,,,,,1,,1,,1,1,,,,,,,,,,,,,,3,,7,,,,1,,,1,,,49,14,9,24,,,4,,,,1,,,,,1,2,,,169
77389,,,,5,,3,,,,2,3,1,1,1,2,1,2,,1,,5,,6,10,,,,3,,,,,,5,4,,,,,2,,1,,1,,,,,,4,,,1,1,,,,,1,,,,,,,1,,1,,,1,,,1,,6,,,8,5,9,,,,,110,30,21,43,,,5,,1,,3,,,1,,1,3,3,,319
77396,1,,,1,,,,,,1,3,,,4,1,,2,,1,,5,,5,2,,,,,,,,,,9,1,,,,,,,,,,,,,,,5,,,,,,1,,,3,,,,,1,,,,,,,,,,,,4,,,1,1,,,,,,47,6,7,13,,,1,,,1,2,,,,,1,,,,130
77398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2
77399,,,,,,,,,,,,,1,,,,1,,1,,3,,2,,,,,,,3,1,,,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,6,2,,4,,,5,,2,,,,,,,,,,,38
77401,,,,5,1,1,1,,,1,6,,2,3,1,2,8,,,,6,,11,7,,,,1,,,,,,2,1,,,,,2,,1,,,,,,,1,5,,1,,,,,,,,,,,,,1,,1,,,,,,1,,,5,1,,7,,12,,,,1,108,116,42,53,,,4,,1,,,1,1,,,2,,9,,435
77402,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77406,2,,,5,,,2,,,2,1,1,1,3,2,1,3,,1,,5,,14,8,,,,2,,3,,,1,6,9,,,,1,2,,,,,,,,,,2,,,1,,,1,1,,4,,,,1,,,,,,,,,,,1,,17,3,,3,2,4,,1,,,111,33,32,62,,2,2,,5,,2,,,1,,,1,1,,368
77407,,,,4,1,2,2,,,1,1,,3,4,5,2,2,,,,6,,13,9,,,,,,1,,,,4,5,,,,,4,,1,1,,,,,,,6,1,1,3,,,1,,,3,,,,1,,1,,,1,,,,,,,,23,,,1,1,7,,2,,,190,60,30,123,,1,5,,3,1,5,,1,,,2,1,3,,548
77414,,,,,,1,,,,,,,,,,,,,,,1,,2,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,1,,,,,,,,,,,,,,,,,,14
77417,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2
77418,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,6,2,,4,,,2,,1,,,,,,,,,,,17
77420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3
77422,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,11
77423,,,,,,,,,,,2,,,,,,,,,,1,,2,2,,,,,,,,,,1,1,,,,,3,,,,,,,,,,2,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,15,2,3,7,,,,,,,1,,,,,,,,,49
77426,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,,,,,1,,,,,,,,,,,8
77429,,1,,5,,,,,,2,6,,2,2,2,,4,1,1,,6,,5,4,,,,,,3,,,,19,6,,,,,5,,,,,,,2,,3,12,1,,,,,1,,,1,,,,,,,1,,,,,,,,,,14,1,,2,5,7,,,,,146,50,16,66,,,4,,2,1,3,,2,,,1,,4,,419
77430,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3
77432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77433,,,,7,1,2,,,,3,9,1,5,3,5,3,7,,,1,11,,20,12,,,1,,1,,,,,6,13,,1,,,5,,1,,,,,,,,12,,2,2,,,,,,3,,,,,3,2,,,1,,,,2,,2,,17,,,,3,5,,,,,221,73,47,124,,3,3,,4,,10,,1,,,3,1,12,,674
77434,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77435,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,6
77436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77437,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,1,,,,,,,,,,,,,7
77441,,,,2,,1,1,,,2,,,,5,1,,2,1,,,2,1,5,5,,,,,,,,,,3,7,,,,,3,,,,1,,,,,,4,,,,,,,1,,2,,1,,,1,,,,,,,,,,,,4,,,,2,1,,1,,,67,18,11,41,,1,1,,,,2,,1,,,,2,3,,206
77443,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77445,,,,,,,,,,,1,1,,,,,1,,,,,,2,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,2,,1,,,,,,,,,,,,,,,,19
77447,,,,1,,,,,,,,,,1,,,,,,,1,,3,3,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,17,2,2,9,,,1,,,,,,,,,,,,,47
