Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
LPG,Mutual Propane,1001 Edinger Ave,At Edinger Off-ramp on north side of Freeway 55,Tustin,CA,92780,,714-259-8100,E,,Public,"7am-4:30pm M-F, 8am-4pm Sat",A Cash D M V,,,,,,,,,,200-9,33.726848,-117.833643,2022-06-14,15619,2022-06-14 16:26:13 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Miller Gas Co,1420 W Main St,"Take exit 40, east 2 miles",Tremonton,UT,84337,,435-257-5107,E,,Public,"7:30am-5:30pm M-F, 8am-12pm Sat",A Cash D M V,,,,,,,,,,200-9,41.711475,-112.187957,2022-11-10,15657,2022-11-10 16:40:31 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,McMinnville Gas Inc,1384 NE Highway 99 W,Across from Town Center Shopping Center,McMinnville,OR,97128,,503-472-7220,E,,Public,"8am-5pm M-F, 8am-12pm Sat",A Cash Checks D M V,,,,,,,,,,200-9,45.225424,-123.184738,2021-03-15,15661,2022-11-14 11:54:08 UTC,P,,,1999-07-08,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Beard Propane Inc,10515 KS-59,0.5 mile north of Highway 57 and Highway 59 intersection,Erie,KS,66733,,620-244-3612,E,,Public - Call ahead,8am-5pm M-F,Cash M V,,,,,,,,,,GPS,37.522545,-95.270816,2022-10-11,15672,2022-10-11 18:56:12 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Cenex,110 Elm St,"North end of Lebanon, east side of Highway 281 N",Lebanon,KS,66952,,785-389-8561,E,,Public - Call ahead,"7am-5:30pm M-F, 7am-12pm Sat",A Cash D M V,,,,,,,,,,200-9,39.812503,-98.56008,2022-10-11,15682,2022-10-11 18:56:12 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Cenex,707 N First St,2 blocks south of Highway 24 and 281,Osborne,KS,67473,,785-346-5812,E,,Public,"7am-5:30pm M-F, 7am-12pm Sat",A Cash D M V,,,,,,,,,,200-9,39.449274,-98.695114,2022-10-11,15686,2022-10-11 18:56:12 UTC,P,,,1999-07-08,,,false,,,US,,,,Public,,public,,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Bowman Gas Co,2918 W US Highway 2,,Gulliver,MI,49840,,906-283-3443,E,,Public,7am-4pm M-F,Cash D M V,,,,,,,,,,GPS,45.9914557,-86.0175803,2022-06-14,15707,2022-06-14 16:26:13 UTC,P,,,1999-07-08,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Bunek True Value Hardware,422 W Main St,"At M-204, next to fire station",Lake Leelanau,MI,49653,,231-256-9212,E,,Public - Call ahead,"8am-5pm M-F, 8am-4pm Sat",Cash D M V,,,,,,,,,,GPS,44.98232335448396,-85.71974566137693,2022-06-14,15711,2022-06-14 16:26:13 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Long's Propane Gas LLC,2535 S Van Dyke Rd,"1 mile north of Marlette stoplight, North end of town",Marlette,MI,48453,,989-635-3596  800-566-4427,E,,Public,8am-5pm M-F,A Cash D M V,,,,,,,,,,200-8,43.341221,-83.08423,2022-06-14,15714,2022-06-14 16:26:13 UTC,P,,,1999-07-08,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Bowman Gas Co,12046 M-28,,Newberry,MI,49868,,906-293-2930,E,,Public,7:30am-4pm M-F,Cash D M V,,,,,,,,,,GPS,46.30391259068997,-85.46931441307606,2022-06-14,15717,2022-06-14 16:26:13 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Newport County Propane,50 Underwood Ln,"From Route 114, turn down Coddington Highway, 0.25 mile on left",Middletown,RI,02842,,401-847-6878,E,,Public,"8am-5pm M-F, 8am-1pm Sat",Cash Checks D M V,,,,,,,,,,200-9,41.517681,-71.305281,2022-11-10,15759,2022-11-10 16:40:31 UTC,P,,,1999-07-08,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Roby's Propane Gas Inc,878 County Rd,,West Wareham,MA,02576,,508-295-3737,E,,Public,"7am-4pm M-F, 8am-3pm Sat",A Cash D M V,,,,,,,,,,GPS,41.8029293,-70.7709222,2022-10-11,15766,2022-10-11 18:56:12 UTC,P,,,1999-07-08,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Boise City Farmers Co-op,287 Highway 56 E,Located at 56 and 287 Junction,Boise City,OK,73933,,580-544-2275,E,,Public,"7am-6pm M-F, 7am-12pm Sat",Cash D Debit M V,,,,,,,,,,GPS,36.725918,-102.482411,2022-11-10,15807,2022-11-10 16:40:31 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,AmeriGas,2580 Highway 333,"I-40 E to Moriarty, 1st exit then right or west on Old 66, 1.5 miles",Moriarty,NM,87035,,505-832-5114,E,,Public - Call ahead,8am-5pm M-F,A Cash D M V,,,,,,,,,,GPS,35.02250227221197,-106.09510646768756,2021-09-10,15810,2022-02-10 19:42:29 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Grants KOA,26 Cibola Sands Loop,"From I-40, exit 81, south 0.5 mile on NM-53, station on left, look for red/yellow 'RV' sign",Grants,NM,87020,,505-287-4376  888-562-5608,E,,Public - Call ahead,7:30am-5pm daily,A Cash D M V,,,,,,,,,,200-9,35.144611,-107.872896,2022-08-10,15811,2022-08-10 13:32:10 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,CAMPGROUND,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Cortez Gas Co,2603 NM-333,"Highway 41 and Tingley, 1.5 miles from I-40",Moriarty,NM,87035,,505-832-2200,E,,Public,8am-5pm M-F,A Cash D M V,,,,,,,,,,200-9,35.018839,-106.084812,2022-08-10,15819,2022-08-10 13:32:10 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,M & R Feed - Recycling and Pawn,404 Highway 491,3.3 miles from I-40,Gallup,NM,87301,,505-722-9020,E,,Public,9am-6pm M-Sat,Cash M V,,,,,,,,,,GPS,35.57515776971773,-108.7575023297556,2022-08-10,15830,2022-08-10 13:32:10 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,STANDALONE_STATION,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Lakeview RV Park,HC 31,"Exit 63, 0.25 mile off I-25",Caballo,NM,87931,,575-743-2242,E,,Public - Call ahead,7am-6pm T-Sat,A Cash D M V Wright_Exp,,,,,,,,,,GPS,32.95296195606615,-107.3122785092621,2022-08-10,15855,2022-08-10 13:32:10 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RV_PARK,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,AmeriGas,301 N Motel Blvd,"2 blocks north of I-10 off the Motel Blvd exit, west side",Las Cruces,NM,88007,,575-525-9575,E,,Public - Call ahead,8am-4:45pm M-F,Cash Checks D M V,,,,,,,,,,200-9,32.300976,-106.814255,2021-09-10,15858,2022-02-10 19:42:29 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,,,,,,,,,false
LPG,Cortez Gas Co,513 McCombs St,,Chaparral,NM,88081,,575-824-4171,E,,Public,"8am-5pm M-F, 8am-12pm Sat",A Cash D M V,,,,,,,,,,200-8,32.033972,-106.409135,2022-08-10,15859,2022-08-10 13:32:10 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Griffin's Propane,855 Silver Heights Blvd,At Silver St,Silver City,NM,88061,,575-538-2441,E,,Public,6am-10pm daily,A Cash D M V,,,,,,,,,,200-9,32.783081,-108.267395,2022-08-10,15864,2022-08-10 13:32:10 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Pinnacle Propane,1348 US 84,,Clovis,NM,88101,,575-762-4749,E,,Public - Call ahead,8am-5pm M-F,A Cash D M V,,,,,,,,,,200-9,34.405169,-103.257604,2022-08-10,15866,2022-08-10 13:32:10 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Cortez Gas Co,3025 National Parks Hwy,At Kircher,Carlsbad,NM,88220,,575-885-6303,E,,Public,"8am-5pm M-F, 8am-12pm Sat",A Cash D M V Wright_Exp,,,,,,,,,,200-9,32.387567,-104.221634,2022-08-10,15874,2022-08-10 13:32:10 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Mountain Propane,7080 Highway 54/70,"0.5 mile north of Highway 82, station on left",Alamogordo,NM,88310,,575-434-8642,E,,Public - Call ahead,8am-5pm M-F,A Cash D M V,,,,,,,,,,200-9,32.960426,-105.975998,2022-08-10,15878,2022-08-10 13:32:10 UTC,P,,,2018-12-13,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,,,,,,,,,false
LPG,Matlock Gas & Equipment,15792 N Arizona State Highway 87 Service Rd,10 miles south of Payson on west side of highway,Payson,AZ,85541,,928-474-1193,E,,Public - Call ahead,8am-5pm M-F by appointment only; call 928-812-2272,Cash M V,,,,,,,,,,GPS,34.09329711000562,-111.3546201693115,2022-11-10,15887,2022-11-10 16:40:31 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Tri-Gas Distributing Co,1660 Barlow St,,Traverse City,MI,49686,,231-946-9011,E,,Public,"8am-5pm M-F, 8am-12pm Sat",A Cash Checks D M V,,,,,,,,,,GPS,44.73801627672557,-85.60599435316468,2022-06-14,15889,2022-06-14 16:26:13 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Tri-Gas Distributing Co,2560 Benzie Hwy,"US-31, next to Continental Industries",Benzonia,MI,49616,,231-882-0120,E,,Public,8am-5pm M-F,A Cash Checks D M V,,,,,,,,,,GPS,44.59478339901589,-86.10021258993527,2022-06-14,15892,2022-06-14 16:26:13 UTC,P,,,1999-07-08,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,AmeriGas,115 Sunrise Dr,65 N to exit F,Branson,MO,65616,,417-334-5111,E,,Public - Call ahead,8am-4pm M-F,Cash D M V,,,,,,,,,,GPS,36.69915905170416,-93.2215546772461,2021-06-07,15902,2022-02-10 19:42:29 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Big River Oil Service,1920 Orchard Ave,Market and New London Gravel,Hannibal,MO,63401,,573-221-0226,E,,Public,8am-5pm M-F,Cash D M V,,,,,,,,,,200-9,39.684059,-91.397578,2022-06-14,15904,2022-06-14 16:26:13 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,AmeriGas,100 Beckett Memorial Dr,N I-44 and Highway 141,Valley Park,MO,63088,,636-225-3601  800-798-4107,E,,Public - Call ahead,7am-3:30pm M-F; must have state decal,A Cash D M V,,,,,,,,,,200-9,38.553231,-90.488857,2021-06-07,15967,2022-02-10 19:42:29 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,,,,,,,,,false
LPG,Bob's Propane,10289 Dyer St,"I-10 Alamogordo, exit at Transmountain, right to Dyer St, left on Dyer to Sun Valley, U-turn on Sun Valley, station is second from corner",El Paso,TX,79924,,915-356-0092,E,,Public,"9am-5:30pm M-F, 9am-3pm Sat; must have state decal",Cash Checks D M V,,,,,,,,,,200-9,31.909546,-106.402658,2022-06-14,15979,2022-06-14 16:26:13 UTC,P,,,1999-07-08,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Shell - North Main,1198 N Main St,From 101 take Laurel Rd east to Main St,Salinas,CA,93906,,831-449-4566,E,,Public,6am-10pm daily,A Cash D M V,,,,,,,,,,GPS,36.69898308269769,-121.6515856233482,2022-07-12,15997,2022-07-12 20:31:42 UTC,P,,,1999-07-08,,,false,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Dassel's Petroleum Inc,9535 E 3rd St,"At 10th Ave, Highway 198 Frontage Rd",Hanford,CA,93230,,559-582-8515,E,,Public,8am-5pm M-F,Cash Checks,,,,,,,,,,200-9,36.323778,-119.627095,2022-08-10,16008,2022-08-10 13:32:10 UTC,P,,,1999-07-08,,,false,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,"[""QUICK_CONNECT""]",,,,,,,,false
LPG,AmeriGas,2595 E Seltice Way,At Greens Ferry,Post Falls,ID,83854,,208-773-1512,E,,Public - Call ahead,7am-4pm M-F,A Cash D M V,,,,,,,,,,200-9,47.710993,-116.913877,2021-05-06,16012,2022-02-10 19:42:29 UTC,P,,,1999-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,AmeriGas,2904 Benzie Hwy,At M-115 and US-31,Benzonia,MI,49616,,231-882-9952,E,,Public,8am-4:30pm M-F,A Cash Checks D M V,,,,,,,,,,200-9,44.589747,-86.100559,2021-06-07,16048,2022-02-10 19:42:29 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,American Distributing,13618 45th Ave NE,Next to the Naval Complex,Marysville,WA,98271,,425-252-2126,E,,Public,8am-5pm M-F,Cash D M V,,,,,,,,,,200-9,48.11959,-122.172864,2022-06-14,16051,2022-06-14 16:26:13 UTC,P,,,1999-07-08,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Lowcountry Ace Hardware,548 College Park Rd,0.5 mile from I-26 Exit 203,Ladson,SC,29456,,843-572-1223,E,,Public - Call ahead,"8am-7pm M-F, 8am-6pm Sat",A Cash D M V,,,,,,,,,,200-9,33.008394,-80.087471,2022-06-14,17458,2022-06-14 16:26:13 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,SHOPPING_CENTER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Dixie LP Gas Inc,2170 Edgefield Rd,"On Highway 25, 7 miles from I-20",Trenton,SC,29847,,803-275-3203,E,,Public,8am-5pm M-F,Cash M V,,,,,,,,,,200-9,33.655139,-81.895527,2022-06-14,17461,2022-06-14 16:26:13 UTC,P,,,1999-07-19,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Allgas,3600 Meridian St N,"At Meridian and Wholesale, turn onto Wholesale",Huntsville,AL,35811,,256-536-0717,E,,Public - Call ahead,7:30am-4:30pm M-F; must have state decal,Cash Checks D M V,,,,,,,,,,200-9,34.773256,-86.571778,2022-07-12,17480,2022-07-12 20:31:42 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Gresham-McPherson Oil Co,204 S George Lee St,,Belzoni,MS,39038,,662-247-2272,E,,Public,"7am-5pm M-F, 7am-11:30am Sat",Cash Checks M V,,,,,,,,,,GPS,33.17851828015304,-90.49115910185242,2022-06-14,17491,2022-06-14 16:26:13 UTC,P,,,1999-07-19,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Friman Oil & Gas Inc,603 W Sioux Ave,At main intersection of Sioux and Poplar,Pierre,SD,57501,,605-224-5971,E,,Public - Call ahead,"8am-5pm M-F, 9am-12pm Sat",Cash D M V,,,,,,,,,,200-9,44.37086,-100.36133,2022-08-10,17537,2022-08-10 13:32:10 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Cenex - Farmers Union Oil Co,230 North Dakota 15,Highway 15 & Highway 52,Fessenden,ND,58438,,701-547-3793,E,,Public - Call ahead,"6:30am-8:30pm M-F, 8am-8:30pm Sat-Sun",A Cash D M V,,,,,,,,,,GPS,47.64444889999999,-99.6342842,2022-06-14,17539,2022-06-14 16:26:13 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Mountain View Co-op,219 Central Ave,At Highway 89,Fairfield,MT,59436,,406-467-2516,E,,Public - Call ahead,"7:30am-5pm M-F, 8am-4pm Sat",Cash D M V,,,,,,,,,,GPS,47.61482608107663,-111.9834886970978,2022-03-07,17541,2022-03-07 19:49:53 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Gasco,1603 E North St,"Junction of Highway 54 and Highway 87, 0.25 mile on the right",Eldon,MO,65026,,573-392-4275,E,,Public - Call ahead,8am-5pm M-F,Cash D M V,,,,,,,,,,GPS,38.34993168492748,-92.55726783201598,2022-06-14,17565,2022-06-14 16:26:13 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Loomis Service & Muffler,620 Martin Rd,,Woodward,OK,73801,,580-256-5445,E,,Public,"8am-5:30pm M-F, 8am-3pm Sat",Cash M V,,,,,,,,,,200-9,36.438805,-99.43794,2021-10-12,17583,2022-10-14 18:26:28 UTC,P,,,1999-07-19,,,false,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false
LPG,Haigood & Campbell,108 E Walnut St,"Next to the feed store, just off of N Center St",Archer City,TX,76351,,940-574-2521,E,,Public - Call ahead,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-9,33.594606,-98.62551,2022-06-14,17587,2022-06-14 16:26:13 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,D-J Petroleum,1109 Main St,,Limon,CO,80828,,719-775-2846,E,,Public,"8am-5pm M-F, 8am-12pm Sat",A Cash D M V,,,,,,,,,,200-9,39.262677,-103.691055,2022-11-10,17598,2022-11-10 16:40:31 UTC,P,,,1999-07-19,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Tooele RV & Auto Repair,70 E 1100 N,Just off Main St,Tooele,UT,84074,,435-882-2676,E,,Public,"9am-6pm M-F, 9am-1pm Sat",Cash D M V,,,,,,,,,,200-9,40.55255,-112.296188,2022-11-10,17607,2022-11-10 16:40:31 UTC,P,,,1999-07-19,,,false,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Alliance AutoGas - Medford Co,6096 Crater Lake Ave,"South on I-5, exit 30, take Highway 62 N about 6 miles, on right side",Central Point,OR,97502,,541-826-8683,E,,Public - Card key after hours,24 hour access with Alliance AutoGas card (self-service),ALLIANCE Cash Checks D M V,,,,,,,,,,200-9,42.404792,-122.855072,2022-03-07,17635,2022-03-07 19:49:53 UTC,P,,,1999-07-19,,,true,,,US,,,,Public - Carte-clé après les heures d'ouverture,,public,KEY_AFTER_HOURS,,FUEL_RESELLER,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false
LPG,Northwest Propane Sales Inc,8450 Depot Rd,,Lynden,WA,98264,,360-354-4471,E,,Public,8am-5pm M-F,A Cash D M V,,,,,,,,,,200-9,48.948679,-122.451035,2022-07-12,17636,2022-07-12 20:31:42 UTC,P,,,1999-07-19,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Arrowhead LP Gas,520 Front St,,Wrangell,AK,99929,,907-874-3314  907-747-8547,E,,Public,8am-5pm M-F,Cash Checks M V,,,,,,,,,,GPS,56.46925179574355,-132.3796800833283,2022-05-05,17639,2022-05-05 20:22:04 UTC,P,,,1999-07-19,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,AmeriGas,308 E Main St,,Albertville,AL,35950,,256-878-3321,E,,Public - Call ahead,7:30am-4:30pm M-F; must have state decal,A Cash D M V,,,,,,,,,,200-9,34.266682,-86.204247,2021-09-10,17654,2022-02-10 19:42:29 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Herring Gas Co,309 S 10th Ave,,Laurel,MS,39440,,601-428-7185,E,,Public - Call ahead,8am-5pm M-F,A Cash Checks M V,,,,,,,,,,200-9,31.686789,-89.138309,2022-06-14,17659,2022-06-14 16:26:13 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,AmeriGas,3333 S Arkansas Ave,Russellville Highway 7 S,Russellville,AR,72802,,479-968-3299,E,,Public,7:30am-4:30pm M-F; must have state decal; Also accepts local checks,Cash M V,,,,,,,,,,200-9,35.245108,-93.137943,2021-04-08,17668,2022-02-10 19:42:29 UTC,P,,,2017-01-06,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Post's Trailer Supply,4330 Westerville Rd,State Route 3 at Morse Rd,Columbus,OH,43231,,614-471-0550,E,,Public,"9am-5:30pm M-Th, 9am-5pm F & Sat",A Cash D M V,,,,,,,,,,200-9,40.05948,-82.93631,2022-05-05,17799,2022-05-05 20:22:04 UTC,P,,,1999-07-19,,,false,,,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Omak Travel Plaza,800 Riverside Dr,At Highway 97,Omak,WA,98841,,509-826-2965,E,,Public,"4am-11pm M-F, 5am-11am Sat-Sun",A Cash D M V,,,,,,,,,,200-9,48.416026,-119.510665,2022-07-12,17899,2022-07-12 20:31:42 UTC,P,,,1999-07-19,,,false,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Blossman Gas Inc,2798 APD 40,Off Highway 64,Cleveland,TN,37323,,423-479-7569,E,,Public - Call ahead,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only) (full service); 24 hour access with Alliance AutoGas card (self-service)",A ALLIANCE Cash D M V,,,,,,,,,,GPS,35.131762780416494,-84.8812457672119,2022-09-14,17915,2022-09-14 15:49:44 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false
LPG,Bartlett Co-op Association,1112 E 4th St,,Coffeyville,KS,67337,,620-251-2310,E,,Public,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,37.040049,-95.598724,2022-10-11,18075,2022-10-11 18:56:12 UTC,P,,,1999-07-19,,,false,,,US,,,,Public,,public,,,COOP,,,,,,,,,,,,,,,,,false
LPG,Wanklyn Oil Company Inc,2051 KS-99,0.5 miles north of Frankfort on west side of road,Frankfort,KS,66427,,785-292-4710,E,,Public - Call ahead,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,39.718307,-96.416974,2022-10-11,18077,2022-10-11 18:56:12 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Pinnacle Propane,1853 E 1450 Rd,"1.25 miles north of E Turnpike exit, on Highway 24",Lawrence,KS,66044,,785-843-4655,E,,Public - Call ahead,8am-5pm M-F,Cash M V,,,,,,,,,,200-9,39.008232,-95.234062,2022-10-11,18084,2022-10-11 18:56:12 UTC,P,,,2000-01-01,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Midway Co-op Service Station,123 W South St,US Highway 36 and High,Mankato,KS,66956,,785-378-3233,E,,Public,"7:30am-5:30pm M-F, 7:30am-12pm Sat",A Cash D M V,,,,,,,,,,200-9,39.784439,-98.21112,2022-10-11,18090,2022-10-11 18:56:12 UTC,P,,,1999-07-19,,,false,,,US,,,,Public,,public,,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Sublette Co-op,601 W La Lande Ave,1 mile east of 83/56 junction,Sublette,KS,67877,,620-675-2252,E,,Public - Call ahead,7am-5:30pm M-F,A Cash D M V,,,,,,,,,,200-8,37.480644,-100.852907,2022-11-10,18107,2022-11-10 16:40:31 UTC,P,,,1999-07-19,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,false
